2020-10-13,2000,
2020-10-14,500,
2020-10-15,1250,
2020-10-16,3000,
2020-10-17,500,
2020-10-18,1500,
2020-10-19,2750,
2020-10-20,750,
2020-10-21,1250,
2020-10-22,3000,
2020-10-23,1250,
2020-10-24,500,
2020-10-25,2250,
2020-10-26,3500,
2020-10-27,750,
2020-10-28,750,
2020-10-29,500,
2020-10-30,750,
2020-10-31,750,
2020-11-1,500,
2020-11-2,500,
2020-11-3,500,
2020-11-4,1750,
2020-11-5,1500,
2020-11-6,2750,
2020-11-7,250,
2020-11-8,250,
2020-11-9,250,
2020-11-10,250,
2020-11-11,250,
2020-11-12,250,
2020-11-13,250,
2020-11-14,250,
2020-11-15,250,
2020-11-16,250,
2020-11-17,250,
2020-11-18,250,
2020-11-19,250,
2020-11-20,250,
2020-11-21,250,
2020-11-22,250,
2020-11-23,250,
2020-11-24,250,
2020-11-25,250,
2020-11-26,250,
2020-11-27,250,
2020-11-28,250,
2020-11-29,2500,
2020-11-30,1000,
2020-12-1,1250,
2020-12-2,1500,
2020-12-3,750,
2020-12-4,1000,
2020-12-5,1000,
2020-12-6,1000,
2020-12-7,3000,
2020-12-8,2000,
2020-12-9,2250,
2020-12-10,1250,
2020-12-11,1000,
2020-12-12,3750,
2020-12-13,1250,
2020-12-14,1750,
2020-12-15,1750,
2020-12-16,1000,
2020-12-17,2750,
2020-12-18,500,
2020-12-19,1250,
2020-12-20,2000,
2020-12-21,1500,
2020-12-22,1750,
2020-12-23,2250,
2020-12-24,1500,
2020-12-25,1750,
2020-12-26,500,
2020-12-27,1750,
2020-12-28,2250,
2020-12-29,1500,
2020-12-30,500,
2020-12-31,1750,
2021-1-1,1500,
2021-1-2,750,
2021-1-3,250,
2021-1-4,250,
2021-1-5,250,
2021-1-6,250,
2021-1-7,250,
2021-1-8,250,
2021-1-9,250,
2021-1-10,250,
2021-1-11,250,
2021-1-12,250,
2021-1-13,250,
2021-1-14,250,
2021-1-15,250,
2021-1-16,250,
2021-1-17,250,
2021-1-18,250,
2021-1-19,250,
2021-1-20,750,
2021-1-21,250,
2021-1-22,250,
2021-1-23,250,
2021-1-24,250,
2021-1-25,250,
2021-1-26,2000,
2021-1-27,1750,
2021-1-28,2500,
2021-1-29,750,
2021-1-30,500,
2021-1-31,1000,
2021-2-1,2250,
2021-2-2,2000,
2021-2-3,5500,
2021-2-4,750,
2021-2-5,4250,
2021-2-6,500,
2021-2-7,1250,
2021-2-8,3000,
2021-2-9,3000,
2021-2-10,500,
2021-2-11,500,
2021-2-12,500,
2021-2-13,1500,
2021-2-14,2000,
2021-2-15,750,
2021-2-16,3250,
2021-2-17,750,
2021-2-18,2000,
2021-2-19,1750,
2021-2-20,750,
2021-2-21,3000,
2021-2-22,1000,
2021-2-23,3500,
2021-2-24,500,
2021-2-25,750,
2021-2-26,1250,
2021-2-27,1000,
2021-2-28,500,
2021-3-1,2000,
2021-3-2,1750,
2021-3-3,1000,
2021-3-4,2750,
2021-3-5,1750,
2021-3-6,500,
2021-3-7,1250,
2021-3-8,1250,
2021-3-9,1000,
2021-3-10,3250,
2021-3-11,750,
2021-3-12,4500,
2021-3-13,2000,
2021-3-14,4000,
2021-3-15,1000,
2021-3-16,1250,
2021-3-17,500,
2021-3-18,1250,
2021-3-19,500,
2021-3-20,500,
2021-3-21,500,
2021-3-22,1250,
2021-3-23,750,
2021-3-24,1000,
2021-3-25,3000,
2021-3-26,1000,
2021-3-27,1250,
2021-3-28,1250,
2021-3-29,1000,
2021-3-30,1250,
2021-3-31,500,
2021-4-1,500,
2021-4-2,500,
2021-4-3,500,
2021-4-4,500,
2021-4-5,500,
2021-4-6,750,
2021-4-7,1500,
2021-4-8,1250,
2021-4-9,1250,
2021-4-10,750,
2021-4-11,1000,
2021-4-12,750,
2021-4-13,1250,
2021-4-14,500,
2021-4-15,2250,
2021-4-16,250,
2021-4-17,250,
2021-4-18,500,
2021-4-19,500,
2021-4-20,1000,
2021-4-21,2250,
2021-4-22,1250,
2021-4-23,4000,
2021-4-24,1250,
2021-4-25,1000,
2021-4-26,2000,
2021-4-27,1750,
2021-4-28,500,
2021-4-29,500,
2021-4-30,4000,
2021-5-1,1000,
2021-5-2,1750,
2021-5-3,1750,
2021-5-4,1500,
2021-5-5,1500,
2021-5-6,1750,
2021-5-7,500,
2021-5-8,750,
2021-5-9,750,
2021-5-10,1750,
2021-5-11,250,
2021-5-12,750,
2021-5-13,1000,
2021-5-14,9500,
2021-5-15,1500,
2021-5-16,250,
2021-5-17,250,
2021-5-18,250,
2021-5-19,250,
2021-5-20,250,
2021-5-21,250,
2021-5-22,250,
2021-5-23,250,
2021-5-24,500,
2021-5-25,1250,
2021-5-26,500,
2021-5-27,1000,
2021-5-28,500,
2021-5-29,1500,
2021-5-30,750,
2021-5-31,500,
2021-6-1,4000,
2021-6-2,1500,
2021-6-3,500,
2021-6-4,750,
2021-6-5,3250,
2021-6-6,1500,
2021-6-7,500,
2021-6-8,3750,
2021-6-9,1000,
2021-6-10,500,
2021-6-11,1250,
2021-6-12,500,
2021-6-13,750,
2021-6-14,500,
2021-6-15,1000,
2021-6-16,1000,
2021-6-17,750,
2021-6-18,1250,
2021-6-19,250,
2021-6-20,250,
2021-6-21,250,
2021-6-22,250,
2021-6-23,250,
2021-6-24,250,
2021-6-25,250,
2021-6-26,250,
2021-6-27,1750,
2021-6-28,250,
2021-6-29,250,
2021-6-30,750,
2021-7-1,1750,
2021-7-2,1000,
2021-7-3,1000,
2021-7-4,500,
2021-7-5,1000,
2021-7-6,1000,
2021-7-7,2500,
2021-7-8,500,
2021-7-9,750,
2021-7-10,2000,
2021-7-11,750,
2021-7-12,500,
2021-7-13,1250,
2021-7-14,2000,
2021-7-15,750,
2021-7-16,1250,
2021-7-17,750,
2021-7-18,250,
2021-7-19,250,
2021-7-20,250,
2021-7-21,250,
2021-7-22,250,
2021-7-23,250,
2021-7-24,250,
2021-7-25,1000,
2021-7-26,250,
2021-7-27,250,
2021-7-28,250,
2021-7-29,250,
2021-7-30,250,
2021-7-31,500,
2021-8-1,500,
2021-8-2,500,
2021-8-3,500,
2021-8-4,500,
2021-8-5,1000,
2021-8-6,1250,
2021-8-7,500,
2021-8-8,1250,
2021-8-9,750,
2021-8-10,750,
2021-8-11,500,
2021-8-12,500,
2021-8-13,1750,
2021-8-14,1000,
2021-8-15,500,
2021-8-16,1750,
2021-8-17,500,
2021-8-18,750,
2021-8-19,3500,
2021-8-20,2000,
2021-8-21,750,
2021-8-22,750,
2021-8-23,500,
2021-8-24,750,
2021-8-25,3000,
2021-8-26,750,
2021-8-27,500,
2021-8-28,500,
2021-8-29,2000,
2021-8-30,750,
2021-8-31,750,
2021-9-1,750,
2021-9-2,500,
2021-9-3,250,
2021-9-4,250,
2021-9-5,250,
2021-9-6,250,
2021-9-7,250,
2021-9-8,250,
2021-9-9,250,
2021-9-10,250,
2021-9-11,250,
2021-9-12,250,
2021-9-13,250,
2021-9-14,250,
2021-9-15,1250,
2021-9-16,1000,
2021-9-17,1000,
2021-9-18,250,
2021-9-19,500,
2021-9-20,1250,
2021-9-21,750,
2021-9-22,750,
2021-9-23,750,
2021-9-24,500,
2021-9-25,1250,
2021-9-26,1500,
2021-9-27,250,
2021-9-28,250,
2021-9-29,250,
2021-9-30,250,
2021-10-1,250,
2021-10-2,250,
2021-10-3,250,
2021-10-4,250,
2021-10-5,1000,
2021-10-6,1500,
2021-10-7,750,
2021-10-8,500,
2021-10-9,750,
2021-10-10,500,
2021-10-11,750,
2021-10-12,1000,
2021-10-13,750,
2021-10-14,500,
2021-10-15,750,
2021-10-16,250,
2021-10-17,250,
2021-10-18,250,
2021-10-19,250,
2021-10-20,10750,
2021-10-21,5500,
2021-10-22,8500,
2021-10-23,11000,
2021-10-24,6500,
2021-10-25,10250,
2021-10-26,5250,
2021-10-27,2750,
2021-10-28,5250,
2021-10-29,3250,
2021-10-30,1000,
2021-10-31,2750,
2021-11-1,2750,
2021-11-2,3500,
2021-11-3,4000,
2021-11-4,1500,
2021-11-5,1250,
2021-11-6,8250,
2021-11-7,2500,
2021-11-8,2500,
2021-11-9,2750,
2021-11-10,2750,
2021-11-11,3250,
2021-11-12,2500,
2021-11-13,2250,
2021-11-14,1000,
2021-11-15,1250,
2021-11-16,3750,
2021-11-17,6000,
2021-11-18,1500,
2021-11-19,1250,
2021-11-20,1000,
2021-11-21,2000,
2021-11-22,1000,
2021-11-23,1500,
2021-11-24,1250,
2021-11-25,1750,
2021-11-26,1500,
2021-11-27,2000,
2021-11-28,500,
2021-11-29,1500,
2021-11-30,2500,
2021-12-1,4000,
2021-12-2,500,
2021-12-3,3500,
2021-12-4,500,
2021-12-5,3500,
2021-12-6,750,
2021-12-7,3000,
2021-12-8,1750,
2021-12-9,1000,
2021-12-10,1500,
2021-12-11,1500,
2021-12-12,750,
2021-12-13,1000,
2021-12-14,1000,
2021-12-15,1500,
2021-12-16,1500,
2021-12-17,1250,
2021-12-18,2000,
2021-12-19,2750,
2021-12-20,2250,
2021-12-21,4000,
2021-12-22,2500,
2021-12-23,3500,
2021-12-24,2250,
2021-12-25,1500,
2021-12-26,2250,
2021-12-27,1500,
2021-12-28,1500,
2021-12-29,1500,
2021-12-30,500,
2021-12-31,500,
2022-1-1,500,
2022-1-2,500,
2022-1-3,1500,
2022-1-4,1000,
2022-1-5,2250,
2022-1-6,1250,
2022-1-7,750,
2022-1-8,250,
2022-1-9,250,
2022-1-10,250,
2022-1-11,250,
2022-1-12,250,
2022-1-13,250,
2022-1-14,250,
2022-1-15,250,
2022-1-16,250,
2022-1-17,250,
2022-1-18,250,
2022-1-19,2750,
2022-1-20,750,
2022-1-21,2750,
2022-1-22,2750,
2022-1-23,1250,
2022-1-24,250,
2022-1-25,1500,
2022-1-26,750,
2022-1-27,2750,
2022-1-28,500,
2022-1-29,1500,
2022-1-30,750,
2022-1-31,2000,
2022-2-1,500,
2022-2-2,2750,
2022-2-3,1750,
2022-2-4,1750,
2022-2-5,250,
2022-2-6,250,
2022-2-7,250,
2022-2-8,250,
2022-2-9,250,
2022-2-10,250,
2022-2-11,250,
2022-2-12,250,
2022-2-13,250,
2022-2-14,250,
2022-2-15,250,
2022-2-16,250,
2022-2-17,1750,
2022-2-18,250,
2022-2-19,1000,
2022-2-20,1500,
2022-2-21,750,
2022-2-22,1250,
2022-2-23,2250,
2022-2-24,500,
2022-2-25,1250,
2022-2-26,2750,
2022-2-27,2250,
2022-2-28,500,
2022-3-1,750,
2022-3-2,3750,
2022-3-3,750,
2022-3-4,4000,
2022-3-5,1250,
2022-3-6,1750,
2022-3-7,1000,
2022-3-8,2250,
2022-3-9,2000,
2022-3-10,1250,
2022-3-11,1500,
2022-3-12,1250,
2022-3-13,500,
2022-3-14,500,
2022-3-15,500,
2022-3-16,500,
2022-3-17,750,
2022-3-18,2000,
2022-3-19,250,
2022-3-20,1250,
2022-3-21,1000,
2022-3-22,500,
2022-3-23,750,
2022-3-24,4000,
2022-3-25,500,
2022-3-26,2000,
2022-3-27,750,
2022-3-28,1750,
2022-3-29,1250,
2022-3-30,500,
2022-3-31,750,
2022-4-1,2000,
2022-4-2,250,
2022-4-3,250,
2022-4-4,250,
2022-4-5,250,
2022-4-6,250,
2022-4-7,750,
2022-4-8,750,
2022-4-9,1000,
2022-4-10,3750,
2022-4-11,3500,
2022-4-12,2500,
2022-4-13,750,
2022-4-14,750,
2022-4-15,4750,
2022-4-16,1750,
2022-4-17,750,
2022-4-18,3500,
2022-4-19,500,
2022-4-20,500,
2022-4-21,750,
2022-4-22,1000,
2022-4-23,1750,
2022-4-24,1750,
2022-4-25,1500,
2022-4-26,750,
2022-4-27,250,
2022-4-28,250,
2022-4-29,250,
2022-4-30,250,
2022-5-1,250,
2022-5-2,250,
2022-5-3,1750,
2022-5-4,750,
2022-5-5,750,
2022-5-6,1750,
2022-5-7,500,
2022-5-8,750,
2022-5-9,250,
2022-5-10,250,
2022-5-11,250,
2022-5-12,250,
2022-5-13,250,
2022-5-14,500,
2022-5-15,1000,
2022-5-16,500,
2022-5-17,1500,
2022-5-18,500,
2022-5-19,1500,
2022-5-20,500,
2022-5-21,1500,
2022-5-22,1000,
2022-5-23,1250,
2022-5-24,500,
2022-5-25,750,
2022-5-26,750,
2022-5-27,2000,
2022-5-28,750,
2022-5-29,750,
2022-5-30,750,
2022-5-31,500,
2022-6-1,250,
2022-6-2,250,
2022-6-3,1500,
2022-6-4,250,
2022-6-5,250,
2022-6-6,750,
2022-6-7,500,
2022-6-8,750,
2022-6-9,250,
2022-6-10,250,
2022-6-11,250,
2022-6-12,250,
2022-6-13,250,
2022-6-14,250,
2022-6-15,250,
2022-6-16,1000,
2022-6-17,250,
2022-6-18,1750,
2022-6-19,750,
2022-6-20,500,
2022-6-21,500,
2022-6-22,750,
2022-6-23,250,
2022-6-24,250,
